id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"15889998","2013-04-08 22:16:21","2","2418","Pandas force matrix multiplication","3","5","","gaborous","16092","Brian Deignan","26"
"15887191","2013-04-08 19:22:14","3","5039","Python pseudo inverse and determinant of a vector","1","1","0","gaborous","16092","BrenBarn","244932"
"15374261","2013-03-12 23:28:23","3","3472","pandas dataframe groupby a number of rows","2","0","0","seumas","512","HYRY","95369"
"15118131","2013-02-27 17:15:02","0","207","How can I emulate converters when constructiing a DataFrame?","1","0","","Louis Thibault","20520","Rob Story","121"
"15230093","2013-03-05 17:17:24","2","143","Is there a pythonic way to get the beginning and end indexes of clusters of identical values in an iterable?","2","8","","Louis Thibault","20520","Danica","28523"
"15622962","2013-03-25 19:19:05","0","2692","How can I reindex a series created through the collapsing of a DataFrame?","2","0","","Louis Thibault","20520","user1827356","6814"
"16181814","2013-04-24 01:19:06","2","987","Why can I not change the values in a subset of cells from a DataFrame column?","1","4","","Louis Thibault","20520","kingbase","1316"
"16136606","2013-04-21 21:51:46","3","982","How can I make a DataFrame containing half of the data from another DataFrame, distributed evenly across values in a column?","1","0","0","Louis Thibault","20520","BrenBarn","244932"
"15864710","2013-04-07 16:25:52","1","2378","How can I check if the values in a series are contained in any of the intervals defined the rows of a DataFrame?","2","7","0","Louis Thibault","20520","Jeff","126372"
"15998188","2013-04-14 10:44:28","353","243549","How can I obtain the element-wise logical NOT of a pandas Series?","7","2","0","Louis Thibault","20520","unutbu","852025"
"16349652","2013-05-03 00:03:28","3","593","Pandas DataFrame from WB WDI data: combine year columns into ""year"" variable and merge rows","3","0","0","CPBL","3902","Wouter Overmeire","66546"
"16511319","2013-05-12 19:42:12","1","337","Trouble with NaNs: set_index().reset_index() corrupts data","1","3","","CPBL","3902","CPBL","3902"
"15626215","2013-03-25 22:44:01","2","815","Drop rows of pandas dataframe that don't have finite values in certain variable(s)","1","0","0","CPBL","3902","user1827356","6814"
"17351233","2013-06-27 19:03:37","4","3177","Using pandas reindex with floats: interpolation","2","2","0","CPBL","3902","",""
"17105154","2013-06-14 09:19:55","6","8138","Calculate logistic regression in python","1","1","0","nilashan","690","jseabold","8003"
"17243186","2013-06-21 19:46:12","2","3005","assigning dataframe to Panel in Pandas","1","2","","iqbalnaved","85","Jeff","126372"
"16103238","2013-04-19 11:09:34","70","141948","Pandas Timedelta in Days","5","1","0","luckyfool","1723","Jeff","126372"
"15821194","2013-04-04 20:35:19","0","775","Pandas Downsampling Issue","1","2","0","luckyfool","1723","",""
"13893227","2012-12-15 14:51:27","30","21641","Vectorized look-up of values in Pandas dataframe","1","0","0","luckyfool","1723","Wes McKinney","102497"
"16444797","2013-05-08 15:41:08","1","16818","which is the most efficient way of loading a JSON dataset into Pandas DataFrames","3","4","0","Luchux","803","",""
"13890673","2012-12-15 08:35:45","10","44246","pandas: generate and plot average","1","3","0","vkontori","1197","bmu","35359"
"13983498","2012-12-21 02:26:29","3","668","Visually separating bar chart clusters in pandas","1","0","0","vkontori","1197","unutbu","852025"
"13968520","2012-12-20 09:05:55","10","7678","Color selection for matplotlib that prints well","3","0","0","vkontori","1197","tacaswell","85279"
"14181519","2013-01-06 11:10:06","2","213","Modify nan index in pandas","1","0","","vkontori","1197","unutbu","852025"
"15459675","2013-03-17 10:21:45","7","8251","How to get python dictionaries into a pandas time series dataframe where key is date object","2","0","0","Tampa","76246","HYRY","95369"
"15461771","2013-03-17 14:19:33","2","467","Python pandas. Group By and removing a timestamp","1","0","","Tampa","76246","unutbu","852025"
"17035435","2013-06-11 01:57:29","-1","815","How to group by data using pandas in python","2","0","","Tampa","76246","",""
"17526439","2013-07-08 12:19:02","0","1527","Looping through pandas DataFrame and having the output switch from a DataFrame to a Series between loops causes an error","1","0","","user1204369","299","Andy Hayden","364041"
"14511839","2013-01-24 22:17:41","2","374","pd.read_clipboard() seg fault","0","6","","Dan Allan","34433","",""
"16451881","2013-05-08 23:27:47","1","314","Pandas Reduction Error when trying to update dataframe","1","3","0","scriptdiddy","1217","mtadd","2505"
"15067370","2013-02-25 12:49:35","1","1459","Set operations on a series","1","3","","analystic","351","",""
"17452200","2013-07-03 15:34:39","8","4348","Pandas - series creation results in NaN when index is passed in?","1","1","","analystic","351","Jeff","126372"
"14225676","2013-01-08 23:12:25","130","135015","Save list of DataFrames to multisheet Excel spreadsheet","3","0","0","Andy Hayden","364041","Andy Hayden","364041"
"16122955","2013-04-20 17:05:47","1","17602","How to retrieve all indexes from pandas DataFrame","1","1","0","Vyacheslav Shkolyar","1946","elyase","39917"
"15374597","2013-03-13 00:01:13","66","212476","Apply function to pandas groupby","5","0","0","turtle","7623","monkut","42616"
"15438952","2013-03-15 17:48:07","9","14351","Matrix Multiplication of a Pandas DataFrame and Series","1","0","0","nitin","7292","Jeff","126372"
"15123591","2013-02-27 22:19:19","2","852","Selecting different columns in a pandas dataframe","1","1","","nitin","7292","HYRY","95369"
"14714181","2013-02-05 18:17:37","46","178343","Conditional Logic on Pandas DataFrame","5","3","0","nitin","7292","Jan Katins","2259"
"17243214","2013-06-21 19:49:22","2","170","losing time information with dateoffset and bdate_range in pandas","2","0","0","nitin","7292","Andy Hayden","364041"
"17244049","2013-06-21 20:46:40","24","51851","Finding label location in a DataFrame Index","4","2","0","nitin","7292","Andy Hayden","364041"
"17286672","2013-06-24 23:17:22","17","11463","Creating percentile buckets in pandas","1","0","0","nitin","7292","Dan Allan","34433"
"14558387","2013-01-28 08:46:30","1","1321","how to read from an array without a particular column in python","3","2","","maheshakya","2198","root","77518"
"16991691","2013-06-07 19:34:30","4","9933","Extracting XML into data frame with parent attribute as column title","1","3","0","jessi","1468","Andy Hayden","364041"
"16922432","2013-06-04 16:01:10","2","2874","Parsing xml to pandas data frame throws memory error","1","8","","jessi","1468","jessi","1468"
"15120763","2013-02-27 19:33:19","3","6394","Getting a time index in python for pandas dataframe","1","0","0","Taylor","1817","abudis","2851"
"14043958","2012-12-26 17:28:37","4","930","Probability tensor multiplication using pandas.DataFrame","1","0","","Anaphory","6149","Garrett","47935"
"16596188","2013-05-16 19:48:25","16","14200","Pandas Convert 'NA' to NaN","2","1","0","ericmjl","13791","Dan Allan","34433"
"16597265","2013-05-16 20:52:29","323","595546","Appending to an empty DataFrame in Pandas?","6","4","0","ericmjl","13791","Kloster Matias","453"
"17306778","2013-06-25 20:20:54","-1","247","How to accurately convert a matrix to columnar format in Pandas?","2","4","0","ericmjl","13791","",""
"17241004","2013-06-21 17:25:25","302","580421","How do I convert a Pandas series or index to a NumPy array?","8","4","0","ericmjl","13791","Andy Hayden","364041"
"17409733","2013-07-01 16:54:20","2","913","Pandas Read CSV with dates as DD-MMM-YY","1","0","","ericmjl","13791","Jeff","126372"
"17348670","2013-06-27 16:39:30","0","166","Matrix addition using triples representation in Python","3","0","","ericmjl","13791","Jeff","126372"
"17529588","2013-07-08 14:46:24","1","978","Pandas count the number of different items within a column of data","1","0","","ericmjl","13791","Andy Hayden","364041"
"15121377","2013-02-27 20:08:24","3","1015","Should multi-index levels be updated after dropna() called on pandas DataFrame?","1","0","0","John Cornwell","359","K.-Michael Aye","5535"
"16672237","2013-05-21 14:12:21","30","81125","Specifying date format when converting with pandas.to_datetime","2","7","0","cms_mgr","1987","joris","134754"
"15866549","2013-04-07 19:04:05","2","239","Modifing a pandas row after iterating on rows","0","3","0","maxdangelo","3083","",""
"16800824","2013-05-28 20:22:49","5","1816","Creating pandas timeseries with a month but not a year","1","0","0","Snorfalorpagus","3389","",""
"14606663","2013-01-30 14:44:12","1","1065","In python, why can't I inherit pandas.Series in a simple manner?","1","4","","Imri","21","",""
"17338800","2013-06-27 08:55:54","1","255","Pandas rolling_mean with center keyword leaves last values as NaN","0","2","","cpaulik","303","",""
"16803107","2013-05-28 23:22:50","1","1133","Forcing truediv with pandas DataFrame","0","6","","Jeff Tratner","16490","",""
"16634930","2013-05-19 13:04:49","2","1263","Sublists in pandas","1","0","","N. McA.","4826","Andy Hayden","364041"
"16637171","2013-05-19 17:03:17","16","4108","Pandas: reshaping data","1","0","0","N. McA.","4826","Jeff","126372"
"16338770","2013-05-02 13:05:09","9","2013","Python equivalent of R's mclapply()","1","4","0","N. McA.","4826","N. McA.","4826"
"15718908","2013-03-30 13:10:56","1","363","Merging whilst keeping order in R and pandas","1","0","","N. McA.","4826","Matti John","19657"
"15723628","2013-03-30 21:21:57","69","140535","Pandas - make a column dtype object or Factor","3","0","0","N. McA.","4826","Andy Hayden","364041"
"14988480","2013-02-20 19:38:34","111","146593","Pandas version of rbind","6","4","0","N. McA.","4826","N. McA.","4826"
"14531544","2013-01-25 22:46:38","1","1697","Matplotlib in IPython + Pandas: ImportError Symbol not found: _png_create_info_struct","1","7","","alxlvt","675","alxlvt","675"
"15678451","2013-03-28 09:39:58","1","755","HDFStore Exception: cannot find the correct atom type : a basic case","1","0","","user17375","529","Jeff","126372"
"15895837","2013-04-09 07:26:47","6","2137","HDFStore: table.select and RAM usage","1","10","0","user17375","529","Jeff","126372"
"15839360","2013-04-05 16:53:13","0","790","Pandas Python- can datetime be used with vectorized inputs","1","1","","user1327454","145","",""
"17152267","2013-06-17 16:22:09","4","472","What is the fastest way to build a DataFrame piece by piece?","1","0","0","geronimo","1297","",""
"17538902","2013-07-09 02:18:42","0","746","Is there a way to speed up this pandas function?","1","6","","geronimo","1297","",""
"16022094","2013-04-15 18:19:23","9","34026","Using pandas to read text file with leading whitespace gives a NaN column","1","1","0","Caleb","3889","DSM","345177"
"16019275","2013-04-15 15:40:05","0","149","Rolling record of first time changes (& diffs) between two columns in a DF","1","3","","Michele Reilly","643","",""
"16020736","2013-04-15 16:59:23","0","954","Invalid literal with base 10","2","0","","Michele Reilly","643","Jeff","126372"
"15932322","2013-04-10 17:16:20","0","624","Slicing a Dataframe using Timestamps","0","3","","Michele Reilly","643","",""
"15939811","2013-04-11 02:40:57","6","17459","Pandas list comprehension in a dataframe","2","5","0","Michele Reilly","643","DSM","345177"
"14132216","2013-01-03 02:22:42","1","2009","zip(,) string to float?","1","1","","Michele Reilly","643","Andy Hayden","364041"
"14075337","2012-12-28 20:25:27","2","720","List Comprehension Loop","4","3","","Michele Reilly","643","DSM","345177"
"15440812","2013-03-15 19:39:42","1","916","Dataframe manipulation","1","0","","Michele Reilly","643","",""
"15418985","2013-03-14 19:57:23","1","1050","Send output from iPython console to .csv file. (& viewing data issue)","0","2","","Michele Reilly","643","",""
"15481205","2013-03-18 15:55:48","3","1809","Bitwise operations on .ix (Pandas)","1","1","","Michele Reilly","643","DSM","345177"
"15485605","2013-03-18 19:49:45","0","715","Outputting dataframes to csv using a loop","1","0","0","Michele Reilly","643","bdiamante","16290"
"16714069","2013-05-23 12:33:25","3","2212","How to change the x-axis when plotting groups from a pandas groupby combined in one plot","1","0","","ddd","219","Dan Allan","34433"
"16269376","2013-04-28 23:59:49","6","1358","denormalize csv file with python / pandas dataframe","2","0","0","rbmales","143","",""
"14178913","2013-01-06 03:12:22","6","12309","how to convert dataframe of booleans to dataframe of 1 and np.NaN?","2","0","0","d l","221","Zelazny7","40126"
"14438509","2013-01-21 12:21:45","2","337","Sorting very large 1D arrays","2","2","0","Shejo284","4601","NPE","490162"
"15528605","2013-03-20 15:58:56","1","3363","Pandas group by subtraction on aggregation","1","0","","yods","11","",""
"15972264","2013-04-12 13:09:14","3","5204","Why doesn't this function ""take"" after I iterrows over a pandas DataFrame?","3","0","0","wimsy","33","Andy Hayden","364041"
"16739119","2013-05-24 16:00:41","2","73","Updating a 2D database (CSV) with other databases in Python?","2","3","","RodericDay","1276","DSM","345177"
"14507794","2013-01-24 18:03:11","552","493430","How to flatten a hierarchical index in columns","20","3","0","Ross R","9033","Andy Hayden","364041"
"17385406","2013-06-29 22:48:12","2","795","running nosetests on module locally installed with easy_install","1","4","","jvm_update","265","",""
"13914077","2012-12-17 12:21:08","5","1748","Sliding window average across time axes","1","5","0","Ben Hussey","73","Garrett","47935"
"14536747","2013-01-26 12:04:50","0","695","Eigenvalues of masked array (NumPy)","0","2","","tchakravarty","10784","",""
"14696717","2013-02-04 22:15:47","3","904","Missing records using chunksize - Pandas and Google Analytics API integration","1","0","0","Greg Reda","1764","Chang She","16750"
"17228215","2013-06-21 05:24:03","23","20336","Enumerate each row for each group in a DataFrame","3","0","0","Greg Reda","1764","Andy Hayden","364041"
"16009778","2013-04-15 07:25:42","10","10202","How to convert a html table into pandas dataframe","2","3","0","waitingkuo","90700","waitingkuo","90700"
"16185652","2013-04-24 07:13:45","1","104","Is there a `in` like statement for a Pandas Series?","1","0","","waitingkuo","90700","BrenBarn","244932"
"16167829","2013-04-23 11:10:32","80","98262","In pandas, how can I reset index without adding a new column?","2","0","0","waitingkuo","90700","bdiamante","16290"
"16067144","2013-04-17 18:10:46","10","27716","In Pandas, How to use fillna to fill the whole columns with string if the column is empty originally?","3","0","0","waitingkuo","90700","DSM","345177"
"16459217","2013-05-09 10:05:10","20","13851","In pandas, how can I get a DataFrame as the output while I sum the DataFrame","6","3","0","waitingkuo","90700","",""
"14300768","2013-01-13 04:50:56","30","28518","pandas rolling computation with window based on values instead of counts","4","0","0","BrenBarn","244932","Zelazny7","40126"
"16949432","2013-06-05 20:37:51","2","257","Converting irregularly time stamped Dateframe object, having price and volume information into equally spaced, volume weighted average price","1","0","","user1434997","1729","Andy Hayden","364041"
"16949110","2013-06-05 20:21:30","-3","2264","Append String Split to Pandas DataFrame","1","7","","LonelySoul","1212","Ryan Saxe","17323"
"17054488","2013-06-11 21:53:15","1","1661","Pandas Dataframe Append or Set_Value","1","0","","LonelySoul","1212","Dan Allan","34433"
"16694270","2013-05-22 14:20:38","1","668","Groupby Clause in Pandas","1","0","0","LonelySoul","1212","Dan Allan","34433"
"17243846","2013-06-21 20:30:28","5","35299","Appending Tuples to Pandas DataFrame","1","0","0","LonelySoul","1212","Jeff","126372"
"17283954","2013-06-24 19:55:29","3","1745","Regular Expression to Remove Rows","1","7","","LonelySoul","1212","Andy Hayden","364041"
"17353956","2013-06-27 22:00:13","1","661","Pandas Data Frame Column structure","1","0","0","LonelySoul","1212","Dan Allan","34433"
"17506166","2013-07-06 19:08:40","1","94","Mac Scipy Installation Error like dlopen, no architecture found etc","1","0","","LonelySoul","1212","LonelySoul","1212"
"17506750","2013-07-06 20:18:39","16","51533","Pandas simple X Y plot","2","0","0","LonelySoul","1212","",""
"15327099","2013-03-10 20:19:49","0","908","Strategies for handling nominal values with numerical attributes","1","0","","mwoods","317","ogrisel","39530"
"14092798","2012-12-30 17:19:57","1","491","Ipython Notebook not printing type() in dataframe","2","0","","ChrisArmstrong","2491","Peter Rowell","17625"
"14095463","2012-12-30 22:43:48","1","3558","How to make a Datetimeindex not be the index in a dataframe","2","0","","ChrisArmstrong","2491","Wes McKinney","102497"
"14105774","2012-12-31 20:22:16","0","7002","Pandas NaT's to -1?","1","12","","ChrisArmstrong","2491","abarnert","357224"
"17046823","2013-06-11 14:37:48","9","15250","Filter Pandas dataframe with another series","2","1","0","ChrisArmstrong","2491","DSM","345177"
"17029855","2013-06-10 17:49:21","11","8076","Pandas Aggregate/Group by based on most recent date","2","1","","ChrisArmstrong","2491","",""
"14247586","2013-01-09 22:22:05","331","483031","How to select rows with one or more nulls from a pandas DataFrame without listing columns explicitly?","6","0","0","Lev Selector","3721","",""
"15417574","2013-03-14 18:40:11","37","60026","What is the fastest way to output large DataFrame into a CSV file?","5","3","0","Lev Selector","3721","",""
"16128116","2013-04-21 04:59:01","0","654","statsmodles AR model error when calling params","1","1","","Anov","2292","jseabold","8003"
"15771472","2013-04-02 18:22:45","118","195146","Pandas: rolling mean by time interval","9","3","0","Anov","2292","Martin","1454"
"14822680","2013-02-11 23:11:37","16","79794","convert python dataframe to list","2","0","0","user1452849","239","",""
"14810060","2013-02-11 10:16:46","4","1212","Python: KeyError 'shift'","1","7","0","VincentH","1009","twiecki","1316"
"15485793","2013-03-18 20:00:21","4","9434","Python - Pandas - DataFrame reduce rows","1","0","0","peu ping","399","DSM","345177"
"15207279","2013-03-04 17:22:33","3","1166","Return sorted indexes skipping nan values in pandas?","1","0","","BigHandsome","4993","Dan Allan","34433"
"14077355","2012-12-29 00:06:16","2","1610","Having an issue changing index from integer to date in pandas","1","2","0","MichaelJCox","756","Andy Hayden","364041"
"17236852","2013-06-21 13:44:04","4","1552","Pandas crosstab double counting when using two aggregate functions?","1","2","0","brandon","437","",""
"16249736","2013-04-27 07:59:07","128","149111","How to import data from mongodb to pandas?","16","1","0","Nithin","2243","waitingkuo","90700"
"16415751","2013-05-07 09:35:12","1","1359","pandas plot function gives ValueError: x and y must have same first dimension","2","9","0","Nithin","2243","Andy Hayden","364041"
"14362632","2013-01-16 16:05:26","0","1641","Renaming a pandas pivot table without losing axis labels","1","2","","ChrisB","4678","",""
"16453465","2013-05-09 02:39:55","14","10457","multi-column factorize in pandas","4","2","0","ChrisB","4678","HYRY","95369"
"16345583","2013-05-02 18:51:25","31","24285","Fill in missing pandas data with previous non-missing value, grouped by key","3","0","0","ChrisB","4678","unutbu","852025"
"16626058","2013-05-18 15:44:31","62","32849","What is the performance impact of non-unique indexes in pandas?","2","0","0","ChrisB","4678","HYRY","95369"
"16049307","2013-04-17 00:09:05","0","2725","VAR model: IndexError: tuple index out of range","1","1","","Ion Morozan","783","",""
"15888648","2013-04-08 20:45:01","105","116610","Is it possible to insert a row at an arbitrary position in a dataframe using pandas?","4","2","0","Troas","1177","bdiamante","16290"
"14697124","2013-02-04 22:43:08","1","600","Averaging values across rows and columns conditional on values in other columns with pandas","1","0","","Troas","1177","",""
"15862034","2013-04-07 11:51:50","111","336066","Access index of last element in data frame","7","0","0","elelias","4622","DSM","345177"
"15850198","2013-04-06 11:14:56","1","756","adding a new column with values from the existing ones","1","0","0","elelias","4622","Jeff","126372"
"17457142","2013-07-03 20:04:14","1","691","merging files based on column coordinates of two files in python","1","0","","CadisEtRama","1081","",""
"17454863","2013-07-03 17:47:22","3","3920","Python/Pandas: Counting the number of times a value less than x appears in a column","1","0","","CadisEtRama","1081","",""
"17434162","2013-07-02 19:26:38","2","126","applying a function to all columns to extract ranks of each column value from a larger file and calculate rank sum","1","4","","CadisEtRama","1081","",""
"14991195","2013-02-20 22:31:29","35","52712","How to remove rows with null values from kth column onward in python","1","0","0","user1140126","2639","Andy Hayden","364041"
"15010801","2013-02-21 19:40:25","4","1623","delete empty columns in a huge file","1","15","","user1140126","2639","",""
"17178263","2013-06-18 20:25:52","3","1624","Commodity Futures Hierarchical Data Structure","2","0","","Brandon Ogle","715","Andy Hayden","364041"
"16157913","2013-04-22 22:36:50","2","3782","Rolling idxmax() in python?","2","0","0","Brandon Ogle","715","Jeff","126372"
"16303467","2013-04-30 15:22:56","0","130","strange error: pandas doesn't print result in emacs mode","2","0","","user1111799","1","",""
"14514046","2013-01-25 01:47:05","3","21756","Convert csv file to pandas dataframe","2","0","","amaity","267","Andy Hayden","364041"
"15137877","2013-02-28 14:23:05","2","5077","Return index values of a sorted row using pandas?","1","0","","BigHandsome","4993","HYRY","95369"
"14695637","2013-02-04 21:06:10","2","869","Pandas append data frames, add a field, and then flood the field with a default value?","2","2","","BigHandsome","4993","Andy Hayden","364041"
"14657241","2013-02-02 00:22:08","295","590570","How do I get a list of all the duplicate items using pandas in python?","13","1","0","BigHandsome","4993","DSM","345177"
"14714793","2013-02-05 18:55:58","0","49","Reinserting filtered and coditionally corrected data into a dataframe","1","0","","BigHandsome","4993","DSM","345177"
"14731714","2013-02-06 14:42:12","5","3199","Value Error when Slicing in Pandas","1","1","","BigHandsome","4993","Rutger Kassies","62550"
"15630302","2013-03-26 05:56:09","1","2219","Funny results with pandas argsort","2","2","","BigHandsome","4993","Warren Weckesser","111675"
"16023584","2013-04-15 19:48:14","2","800","pandas time delta from grouped neighbors","1","2","0","BigHandsome","4993","Jeff","126372"
"16385785","2013-05-05 14:56:02","77","184338","Add days to dates in dataframe","3","1","0","BigHandsome","4993","DSM","345177"
"15939603","2013-04-11 02:14:28","9","3196","Append new columns to HDFStore with pandas","2","5","","StevenMurray","742","Lorenzo Bassetti","793"
"16852450","2013-05-31 07:54:42","0","432","memory usage reading pandas dataframes","0","4","","D.Castro","135","",""
"14665828","2013-02-02 19:52:18","2","169","How can I select a certain value based on 2(or more) other values in a pandas dataframe","1","0","","jeff m","265","tacaswell","85279"
"14471120","2013-01-23 01:36:39","4","9358","Change Int64Index to Index and dtype=int64 to dtype=object","1","3","0","dmvianna","15208","dmvianna","15208"
"14189695","2013-01-07 03:59:30","59","76766","Reset a column's MultiIndex levels","3","0","0","dmvianna","15208","jezrael","835307"
"13924801","2012-12-18 01:01:44","1","73","ignoring hierarchical index during matrix operations","1","0","","dmvianna","15208","dmvianna","15208"
"15125343","2013-02-28 00:33:33","40","94576","How can I iterate through two Pandas columns?","5","0","0","dmvianna","15208","HYRY","95369"
"15081858","2013-02-26 05:15:44","15","7439","Can I use rpy2 to save a pandas dataframe to an .Rdata file?","3","2","0","dmvianna","15208","Paul Hiemstra","60324"
"15061442","2013-02-25 06:43:21","3","1976","Return a boolean DataFrame","3","0","","dmvianna","15208","root","77518"
"15285068","2013-03-08 01:15:45","19","59482","From password-protected Excel file to pandas DataFrame","6","1","0","dmvianna","15208","ikeoddy","76"
"15272529","2013-03-07 13:31:42","1","209","Unexpected behaviour when loading a large file into pandas DataFrame","0","5","0","user1483269","11","",""
"16591923","2013-05-16 15:43:54","5","9175","rename index of a pandas dataframe","2","0","0","user1486457","59","",""
"15262527","2013-03-07 03:24:09","6","1891","How to pull a date index out of a pandas dataframe to use as x-axis in matplotlib","1","1","0","Jeff","377","",""
"13938704","2012-12-18 17:54:06","11","2171","Apply function on Pandas dataframe","1","2","","msunbot","1891","DSM","345177"
"16476413","2013-05-10 06:29:10","68","206951","How to insert pandas dataframe via mysqldb into database?","9","1","0","Stefan","42187","Andy Hayden","364041"
"16675844","2013-05-21 17:18:14","0","779","MySQL `Load Data Infile Local` fails for .csv unless I open and save the file first. How can I avoid this step?","1","2","","Stefan","42187","",""
"16842001","2013-05-30 17:02:51","8","22547","Copy text between parentheses in pandas DataFrame column into another column","1","0","0","Stefan","42187","Andy Hayden","364041"
"15610805","2013-03-25 08:50:10","2","2121","Accessing Row from Previous Day in Pandas Dataframe with Apply","1","0","0","CraigH","2051","Andy Hayden","364041"
"16945166","2013-06-05 16:28:18","12","10773","Combining two time series in pandas","1","0","","user1507844","6103","user1507844","6103"
"16629524","2013-05-18 22:18:22","2","1329","pandas read_csv end of section flag","1","3","","user1507844","6103","Jeff","126372"
"16643695","2013-05-20 06:23:34","12","29105","pandas convert strings to float for multiple columns in dataframe","3","0","0","user1507844","6103","Jeff","126372"
"17288636","2013-06-25 03:22:41","5","7830","Faster way to groupby time of day in pandas","2","1","0","joeb1415","537","bmu","35359"
"17197834","2013-06-19 17:45:57","7","2027","How to set the offset of timestamps in a pandas dataframe?","1","1","0","THM","765","Dan Allan","34433"
"17097643","2013-06-13 21:43:26","277","399437","Search for ""does-not-contain"" on a DataFrame in pandas","10","0","0","stites","4943","Andy Hayden","364041"
"16309928","2013-04-30 22:22:50","2","992","conditional cumulative sum for pandas array","1","0","","stites","4943","unutbu","852025"
"15281320","2013-03-07 20:43:16","8","8866","classifying a series to a new column in pandas","1","0","0","stites","4943","DSM","345177"
"15259547","2013-03-06 22:39:42","23","25944","conditional sums for pandas aggregate","4","0","0","stites","4943","Garrett","47935"
"17196548","2013-06-19 16:30:02","1","234","Delineate twice through a dataframe in pandas","2","0","","stites","4943","Andy Hayden","364041"
"14180615","2013-01-06 08:44:13","3","11356","problems with reindexing dataframes: Reindexing only valid with uniquely valued Index objects","1","7","","mspadaccino","392","Andy Hayden","364041"
"17126500","2013-06-15 18:10:42","9","1213","Pandas nested sort and NaN","1","2","0","syoavc","251","",""
"16371095","2013-05-04 06:02:08","1","1518","Building a hierarchically indexed DataFrame from existing DataFrames","2","0","","mwaskom","47320","Garrett","47935"
"16389097","2013-05-05 21:00:20","4","1872","Pandas hierarchical columns and csv functions","1","1","0","mwaskom","47320","",""
"14206217","2013-01-08 00:01:52","0","223","Running update of Pandas dataframe","1","0","","mwaskom","47320","",""
"14837844","2013-02-12 17:04:47","5","1311","How to implement my own describe() function to use in resample()","1","2","0","Pablo","983","zach","29845"
"14586608","2013-01-29 15:39:16","9","7724","Pandas DataFrame to SqLite","1","3","0","msalese","596","",""
"13940753","2012-12-18 20:13:53","5","1841","Arithmetic and aligning DataFrames with same columns, different index levels","1","0","","Paul H","66092","Zelazny7","40126"
"16968430","2013-06-06 17:27:24","1","291","Pandas groupby(dictionary) not returning intended result","1","0","","TheoretiCAL","19831","TheoretiCAL","19831"
"16822066","2013-05-29 19:13:46","23","24345","Rotate pandas DataFrame 90 degrees","1","0","0","TheoretiCAL","19831","Jeff","126372"
"17226024","2013-06-21 00:35:34","13","12372","How to prepend pandas data frames","2","0","0","TheoretiCAL","19831","Jeff","126372"
"17157055","2013-06-17 21:18:37","6","1866","Pandas DataFrame updating Column values with other DataFrame","1","0","0","TheoretiCAL","19831","Andy Hayden","364041"
"15713427","2013-03-30 00:19:38","1","492","PANDAS: Trim multiple data frames","3","1","","beets","10411","Andy Hayden","364041"
"15703283","2013-03-29 12:31:28","32","87230","PANDAS drop a range of rows from df","4","0","0","beets","10411","HYRY","95369"
"17492923","2013-07-05 16:02:21","9","7193","Reading data from csv into pandas when date and time are in separate columns","1","6","","seaotternerd","6338","Andy Hayden","364041"
"17480884","2013-07-05 04:03:34","2","5008","Quick way to replace all occurences of a value in a pandas data frame with NA","2","0","","seaotternerd","6338","Joop","7890"
"14583576","2013-01-29 13:02:37","0","2385","Sorting pandas DataFrames based on criteria","1","7","","oliver13","1006","herrfz","4844"
"14288864","2013-01-12 00:29:30","2","423","Reindex without changing order","1","1","","oliver13","1006","Andy Hayden","364041"
"14438295","2013-01-21 12:08:58","0","1449","Ignore First Row in DataFrame CSVread","1","3","","oliver13","1006","",""
"16139147","2013-04-22 03:51:55","1","8682","Conditionally combine columns in pandas data frame","1","0","0","sashkello","17426","DSM","345177"
"16140174","2013-04-22 05:44:05","8","22741","Iterating through DataFrame row index in reverse order","1","0","0","sashkello","17426","root","77518"
"16158795","2013-04-23 00:08:38","18","49928","Can't convert dates to datetime64","1","2","0","sashkello","17426","Jeff","126372"
"16159145","2013-04-23 00:55:50","2","5824","Get next and previous entries while looping through Pandas Series","2","1","","sashkello","17426","waitingkuo","90700"
"16182822","2013-04-24 03:22:42","6","8952","csv & xlsx files import to pandas data frame: speed issue","1","3","0","sashkello","17426","",""
"14999158","2013-02-21 09:52:21","0","48","python pandas (horizontal) concat error with timeseries of the same name","0","5","","jf328","7041","",""
"15322632","2013-03-10 13:16:20","48","90177","python pandas, DF.groupby().agg(), column reference in agg()","2","0","0","jf328","7041","unutbu","852025"
"15598625","2013-03-24 12:46:41","1","645","python pandas OLS.predict, what is the correct signature?","1","1","","tesla1060","2671","Zeugma","31441"
"14405975","2013-01-18 19:14:12","7","3556","How do I do a SQL style disjoint or set difference on two Pandas DataFrame objects?","2","0","0","JPKab","231","Zelazny7","40126"
"16330689","2013-05-02 05:07:01","5","1825","Efficiently take moving average of sparse data and filter above threshold in python","1","1","0","Mark B","205","Jaime","66082"
"16781819","2013-05-27 23:31:54","0","109","Pandas returning a copy when using the .at function in a Panel","1","3","0","Eduardo Sahione","111","Jeff","126372"
"16660133","2013-05-21 00:04:37","2","1096","Pandas Panel Slicing - Improving Performance","1","0","0","Eduardo Sahione","111","unutbu","852025"
"16112209","2013-04-19 19:32:08","4","10281","Multiplying Columns by Scalars in Pandas","2","0","0","Eduardo Sahione","111","Wes McKinney","102497"
